id,0.1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
s1,182.298379811885,87.01063733028269,51.2823796063026,35.7923890651536,32.49484457137861,22.529685215787644,13.769559327483435,9.907072460369164,9.194287509633698,7.4894764205933555,2.945467059569016,0.0501867862063575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0545546799373372,-0.0956126912295683,-0.1011229702082461,-0.132591262883541,-0.26111657232425,-0.2779121286239848,-0.3838701303116951,-0.4553479152855695,-0.5425300579069625,-0.5985985091295836,-0.7309875822742284,-0.900598931070718,-1.1317750193895402
s2,182.98661349194347,89.6659471499436,44.840488713136224,35.783674154079804,32.25505158131141,24.88931508335769,15.82020870371569,9.790602417074824,8.651434685560769,7.074724608814686,2.929220505351641,0.025104029633163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0157113610865521,-0.0763761062800579,-0.0988372106862193,-0.140304272972506,-0.2040382037704634,-0.262679516241896,-0.4312234979988271,-0.4579024711455995,-0.5505672255463914,-0.5983126948070375,-0.7406152798021771,-0.9068079269826234,-1.1312626425326913
s3,191.65331622044977,94.17496006492468,45.02462795964463,36.26474612852312,34.77849195712864,25.245824274811103,24.00081541906304,14.597650680299832,9.790166081592243,8.17153684573334,6.575554067490625,2.929838394111578,0.0630081998116891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0094850471083237,-0.0307635363022659,-0.1024551378719424,-0.1089075061458269,-0.1366380311788095,-0.1565521667096394,-0.2626849567827141,-0.4284304013168106,-0.4618337901067885,-0.4818336038763272,-0.5983159724600263,-0.7396247322684457,-0.7693334722353536,-0.8973971884694564,-1.1304288372556612
s4,273.931646545474,106.24120679916604,92.65424002809505,85.54592614534855,44.8958444720941,44.879721797552165,36.110228165447154,34.4071695912077,33.59807390807337,29.654610386598424,21.088046624790326,15.535283419369696,10.776847215471472,10.263950270970366,9.81961514074994,9.613455829240593,8.061798666507782,4.479953243990203,4.289967189821076,2.7155776499898243,1.4041609350940156,0.0952976747551839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0831123610771995,-0.1232048077954782,-0.1294604271457465,-0.1447391789663664,-0.2468079398604315,-0.2588318521120676,-0.3194422632626943,-0.4469244894266971,-0.4716628443385773,-0.5072793586440976,-0.5969160953050805,-0.6006647984975452,-0.6542040635961949,-0.8881130923990437,-1.096774314933584,-1.156493383330193
s5,293.31582772463,122.43081603231616,91.85840146949975,81.39836235660746,53.72485790615473,48.76251671725645,38.68807901403599,35.750237521321544,30.791470930958024,26.74171177625915,21.890905957091995,19.66664825632262,16.472721387577238,15.120491024522403,10.09384074548968,7.949976493546922,6.965808131756946,4.745552171942047,3.945647330605804,0.0615365024119746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0183957016964986,-0.0202895694154305,-0.0362466998866087,-0.0468849747632336,-0.0558867632198597,-0.0804078713937103,-0.0876160727913712,-0.1079908496953718,-0.1156533097301263,-0.1820093141217315,-0.1989179395171428,-0.3702821542564612,-0.4791871951056725,-0.5209587427106817,-0.5754196270050494,-0.6822527791245457,-0.838116940605579,-0.8567356917665355,-0.9357424781864124,-1.026133424034437
s6,480.50194982697633,207.6580732576672,131.1198326726604,125.217215214017,104.1451990625076,102.33159967242946,82.5380587154934,78.34563623938013,71.30052804725322,68.12245013517554,63.42211108579588,60.77385034587158,50.40243830516015,48.28420792836068,43.9298140757842,35.77243960092445,35.65954223587841,35.478510378615745,34.2785066130408,33.24605456846194,33.18857434661217,32.6905816989129,32.533120209724856,31.40418520729178,29.70852024662329,23.891712169170823,22.989519806015757,20.940845275317507,13.554951042794215,12.69110344759645,11.610723852900598,11.357033115631747,11.23769201717604,9.744386291147062,9.710638363732723,9.671005941662598,9.66224787028241,9.171079662244225,7.780783414967073,7.678783048960597,6.479021203150946,6.340989359374017,5.442213668700511,4.984649226782748,4.642379732108945,3.6496723078965054,2.496210296115068,2.175193527246244,2.1096369104176302,1.8278758330334337,0.3803063573592757,-0.0610038663136466,-0.0767718013167814,-0.1163665727799407,-0.1301540159555399,-0.1455849389420063,-0.2060991524999208,-0.2403605705861378,-0.2496638191039863,-0.2632693556448041,-0.2650634285583184,-0.2700250188749256,-0.3692463338449558,-0.434920089971545,-0.4752283200237182,-0.4799968557448621,-0.4809919746291619,-0.4862916965380193,-0.5422417716406791,-0.5936467350102939,-0.5963533025238184,-0.5985654466148211,-0.5999942584455362,-0.6069434844998913,-0.7035090222269069,-0.7832956454550567,-1.1068159316070585,-1.1133207614396852,-1.1159153049503667,-1.1269216208512298
s7,507.5931117166858,229.09703978678695,157.1219424908997,102.86093848964462,71.05584403904062,63.25685343622692,50.45198142840956,46.458901134502334,36.58237983025162,34.51526312773418,32.59538199330301,30.324843435883515,25.26862217492496,20.00900867265661,15.237088073334576,11.938163925520184,11.437561750711332,9.60501806272416,9.458581170372938,8.947898157738196,5.806757039709679,4.631951443784711,2.293607858654729,1.7557542442263363,0.0452657453150576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0111748115183849,-0.0794884326313488,-0.1064425769610801,-0.1316507510971448,-0.2516522874416734,-0.2781851569170565,-0.2911477768769559,-0.3613122834942365,-0.4960624880297292,-0.5015339936904657,-0.5085676214452713,-0.6034023634189057,-0.8159043605788594,-0.9144669964643914,-0.9238884419839762,-1.0658959560618904
s8,224.76154744265216,116.09767342263244,70.94834464080114,53.81588758883729,41.76896517200244,35.64366930433379,32.81584859992369,29.308599713355253,19.323590644149025,15.562349757123089,12.95380954005738,10.933922502553798,9.819836268950814,9.778971472878988,7.7387296951435935,5.781302230827682,2.9428032761153973,0.124426624905987,0.0590315999375503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05629125205771,-0.0817516870258034,-0.097172673759852,-0.1099359213280018,-0.1191021517382096,-0.1492663242651397,-0.1573905287767825,-0.2068741964715017,-0.2625290817743418,-0.3297890792221847,-0.3636439734790729,-0.4223763478899848,-0.4572475517232194,-0.5206390090650415,-0.5983480270167101,-0.6258493696788155,-0.6863375188204206,-0.7493597897494234,-0.8364211251986884,-0.9700568699840112,-1.1319469071279498
s9,215.4674567812885,99.35462628224134,66.98807834479378,39.43389466983329,35.75433057019483,31.84701473427028,21.398157892814865,16.421790219935406,12.083228038890049,9.747667394793634,7.825850218962872,6.036814367406604,2.926775388881832,0.0439110319807926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0723390041503509,-0.0742287619513291,-0.1047504264088772,-0.1928776094667371,-0.2588362295516151,-0.3252718836901202,-0.4543168197673592,-0.4840867297638944,-0.5911785588270337,-0.5992787742905462,-0.6487488798547953,-0.9254511264625012,-1.1256844987965702
s10,285.85872019172905,113.16372365967962,89.32681406492188,64.57773456604131,51.5852904100296,47.3612359896464,38.07632394217677,28.29195948004407,24.12602948880673,23.39835619960873,22.41148965208605,19.05207498830153,11.441156886732193,7.863599815266816,7.59149216334779,4.925166285507086,3.2600427390493034,0.0450438644235668,0.0062975663320439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0277433089425842,-0.0348536425080114,-0.0534169657730337,-0.0643440594523981,-0.0915972907500076,-0.1192110419097381,-0.1303145293307146,-0.1497616802201592,-0.2322626237863378,-0.3584654409085911,-0.4458151298993656,-0.7038826037704121,-0.764424659686128,-0.7667636332634576,-0.7968113106864324,-0.8262057758883242,-0.9153400643899016
