id,0.1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
s1,484.1344250344714,221.59695143467948,79.23118450779226,62.2433836566334,61.62934653336469,34.85039055759658,30.77551115886889,11.397055596105444,9.694396157241036,5.6358026171315965,2.3221377077644783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.2515270199994977,-0.2797993063805042,-0.5980596828915209,-0.9807773139197206
s2,2555.335276300889,236.23645533780427,83.01311582045184,62.24339836307269,61.62935533788054,34.84936519239771,31.57582075974436,11.503794599729757,9.694290012559868,5.701496234658279,2.333952582571214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.2516637866337227,-0.2734280844010393,-0.5982377710993937,-0.9741175802674412
s3,6885.733904699157,238.99764985111824,84.38331362805502,62.24340555435282,61.62937863203298,34.8487602720614,31.908763814968093,11.549297173610626,9.69386441268508,5.728620662877383,2.338383772065301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.2517818920556632,-0.27057089435373,-0.5984144339318133,-0.971394703891218
s4,475.69509660256745,148.46666174206493,61.603716089934025,35.804873674465696,27.68510803531752,17.820523234438983,9.71873275059487,7.451985542007192,2.611221632515305,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0491498267387371,-0.0525761595736081,-0.2551742884418525,-0.2803690174035614,-0.598860694658863,-0.8015877084496396,-1.0023845119746622
s5,2553.194412242756,158.81981349859248,63.60268625651321,35.81031663659204,28.23662351056331,17.884985183574162,9.71959498389905,7.563519598489799,2.6315044184071628,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0491505656484882,-0.0524916082086764,-0.2548908410075746,-0.2744384640839202,-0.5990369940986842,-0.8009201847714109,-0.9962588940050228
s6,6884.218802169341,161.66078443491514,64.36267948268197,35.81249665481874,28.467033595027203,17.911188617768893,9.719610495695273,7.610332628072562,2.639449463724566,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0491506453044197,-0.0524532012488121,-0.2547192098490293,-0.2718800613152815,-0.5992100683565774,-0.8006366765202848,-0.9937516724909622
s7,474.3179648154377,130.3619259566116,49.58730972219108,35.60936942488792,27.702458631032776,14.27440130479854,9.79346711102831,7.435023007823629,2.769632604264972,0.0178279527717425,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0568089369415958,-0.1292272821918905,-0.261878504167803,-0.2765163212897629,-0.4836683579775292,-0.5979817127421956,-0.8540878763614971,-1.0499839628958614
s8,2552.7926071986963,140.64993446129182,50.756834394288,35.608327965028245,28.1850540610709,14.348055496136633,9.793363747942296,7.529477978302852,2.793531829201452,0.0178220948966966,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0567731981641565,-0.1292275825567471,-0.2620083716438911,-0.2701760656148957,-0.4834412685036809,-0.5981605339646775,-0.8516911879168442,-1.04585176130998
s9,6883.935439747249,143.69856185625102,51.227459103469805,35.60774057665221,28.383010945332646,14.379310242775464,9.79293302709588,7.568753635875285,2.802960537584028,0.0178163955056794,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0567566100128344,-0.1292282058739027,-0.2621184952240888,-0.2673304476101845,-0.4833525232131499,-0.5983342106538008,-0.8506760097585844,-1.044203078874071
s10,474.0778311963705,119.48301464957171,40.420284315936485,33.46535753550569,10.616992765655771,9.27079000596166,3.107819486946472,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.1170428701559185,-0.335258342260875,-0.5399812007894884,-1.0061881649113793
